,StartDate,EndDate,ResponseId,MTurkID,X1.lk_1,X1.lk_2,X1.prior_1,X1.prior_3,X1.post_1,X1.post_2,X2.prior_1,X2.prior_3,X2.post_1,X2.post_2,X2.lk_1,X2.lk_2,X7.lk_1,X7.lk_2,X7.prior_1,X7.prior_3,X7.post_1,X7.post_2,X8.prior_1,X8.prior_3,X8.post_1,X8.post_2,X8.lk_1,X8.lk_2,X13.lk_1,X13.lk_2,X13.prior_1,X13.prior_3,X13.post_1,X13.post_2,X14.prior_1,X14.prior_3,X14.post_1,X14.post_2,X14.lk_1,X14.lk_2,X19.lk_1,X19.lk_2,X19.prior_1,X19.prior_3,X19.post_1,X19.post_2,X20.prior_1,X20.prior_3,X20.post_1,X20.post_2,X20.lk_1,X20.lk_2,c1.self,c1.intel,c1.acc,c1.fair,c1.just,c1.free,c2.self,c2.intel,c2.acc,c2.fair,c2.just,c2.free,gender,educ,bmonth,byear,politicalid,lookup,comments,condition,attr.cond
192,6/4/17 15:17,6/4/17 15:24,R_1BTlrhkS0QNn4Pf,ACPF5BGWVF1GD,,,,,,,,,,,,,100,0,95,5,80,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,6,5,5,He sees that there are more doctors in the world than women. ,,,,,,,1,9,5,1992,1,1,No.,7,1
193,6/4/17 15:11,6/4/17 15:24,R_2wMkd78G0qGvLYI,A1F588I7E92YKN,,,,,,,,,,,,,100,10,75,25,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,This person is sexist and has prejudices against women in the work force. Or they are ignorant. Or all of the above.,,,,,,,2,5,10,1996,6,1,I want to know the answers to the questions I guessed!,7,1
194,6/4/17 15:12,6/4/17 15:25,R_3h4lCv13782q9KF,A1OZ5BB2L44KG,100,0,90,10,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,5,3,Seems to be an older person when males were more likely to be a doctor. These days it seems about equal that a Dr would be woman. ,,,,,,,1,7,8,1971,2,1,,1,1
195,6/4/17 15:16,6/4/17 15:25,R_3luxQ6huMQiwVe0,A3HZMY1MLKCH8H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,25,75,100,0,,,,,,,,,,,,,2,5,5,5,2,"There statement is slightly misogynistic, however it could be true. The medical field used to be completely male dominated but it has definitely gotten closer to a 50/50 split",1,5,8,1995,4,1,"misspelling on movie question, ""move"" instead of movie",19,2
196,6/4/17 15:08,6/4/17 15:25,R_3szbJlL63Qs6dGb,A331YXW0YWQXKG,,,,,,,,,,,,,,,,,,,80,20,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,2,That person X made a sexist judgement.,2,5,4,1981,5,1,,8,2
197,6/4/17 15:16,6/4/17 15:25,R_1NkoAI1COXCxPR8,a2ttrw1ee029c7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,70,10,90,97,11,,,,,,,,,,,,,2,4,4,3,5,that this person has a strong sense that men hold power in these kind of fields,,,,,,,2,5,11,1979,7,1,,14,1
198,6/4/17 15:12,6/4/17 15:25,R_578TckJV1g9GTXH,A3ONHNCE473E9V,,,,,,,,,,,,,,,,,,,,,,,,,100,0,15,85,0,100,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,2,2,Person X is using no facts to come to his decision and is saying this purely out of his own opinion which is very unjust.,1,7,6,1971,4,1,,13,2
199,6/4/17 15:09,6/4/17 15:25,R_1OITzMduMoEahHY,AY6741JWBWAL0,,,,,,,,,,,,,100,0,90,10,5,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,4,3,5,"I believe this person thinks that men are more capable than woman, but then again maybe this person isnt bad its just that you do see more men doctors than woman even in this year. ",2,5,2,1989,4,1,,7,2
200,6/4/17 15:05,6/4/17 15:25,R_28PcILJ0CItqodo,A2N72OL21SAV0P,,,,,,,,,,,,,,,,,,,,,,,,,70,5,15,85,10,90,,,,,,,,,,,,,,,,,,,3,5,6,6,5,"Making a statement of fact, not saying whether one or the other is more capable.",,,,,,,1,7,1,1988,6,1,,13,1
201,6/4/17 15:19,6/4/17 15:25,R_23lJqmgvL0qGOZP,A2RCYLKY072XXO,,,,,,,,,,,,,,,,,,,90,10,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,6,6,Person X is just stating an observational fact. ,1,7,5,1980,6,1,No,8,2
202,6/4/17 15:07,6/4/17 15:26,R_3ncoJqyPnFX8h4J,A12HOUMF83VDNG,100,75,95,5,95,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,6,6,6,"X has a good chance of being correct, however, if either the woman or the man were not a doctor, why would they be performing surgery.",2,5,7,1954,5,1,I would like to know the answers to the survey.,1,2
203,6/4/17 15:09,6/4/17 15:26,R_2CqcC90yJtFFvza,A1RCZZXOTXISTC,,,,,,,,,,,,,79,29,99,1,20,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,1,The person doesn't believe women can be doctors,1,5,10,1993,6,1,no,7,2
204,6/4/17 15:10,6/4/17 15:26,R_3nIzLmQ20NFfhS3,AO33H4GL9KZX9,,,,,,,,,,,,,,,,,,,80,20,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,6,6,Person X considered the fact that there are more male doctors than female ones. He also considered the fact that many physicians assistant can and do perform trivial surgeries or surgical procedures. And there are more female physicians assistants than male ones.,,,,,,,1,13,1,1968,4,1,,8,1
205,6/4/17 15:17,6/4/17 15:26,R_AiXqa46LMz24gVz,AHCQ696UVFBX,90,85,75,25,80,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,3,4,4,I think that this person was brought up thinking that males are more likely to be doctors while females are more likely to be nurses,,,,,,,2,7,7,1995,7,1,,1,1
206,6/4/17 15:16,6/4/17 15:26,R_XQUfqWwQiZNhdzX,AOSLTO4W2A476,,,,,,,,,,,,,,,,,,,100,0,90,10,10,100,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,4,4,he needs to learn about to times now aday,,,,,,,1,4,8,1989,4,1,sorry if any of the circles are blank for some reason they are not showing up properly for me.,8,1
207,6/4/17 15:14,6/4/17 15:26,R_1jvyQWZjvJ4QCvH,A1M0D2SFAJAC3H,90,60,70,30,70,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,5,3,If a woman said it it would be fair because sexism exists. If a man said it it could potentially be in poor taste.,2,7,3,1995,6,1,,1,2
208,6/4/17 15:16,6/4/17 15:26,R_D2lCuKlfJVAS5RT,A3ODOZ6I8PE9ZK,,,,,,,,,,,,,,,,,,,,,,,,,100,0,15,85,0,100,,,,,,,,,,,,,,,,,,,2,1,1,1,1,Probably some rube who voted for Trump,,,,,,,2,14,8,1973,6,1,You spelled Movie wrong on the first question,13,1
209,6/4/17 15:05,6/4/17 15:26,R_3hmVxIez6oOAUkf,A2CHKF2A6F4MIX,61,72,70,30,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,This seems to me a masculine person who values male gender and gives more value to men than women.,,,,,,,2,10,6,1985,6,1,,1,1
210,6/4/17 15:12,6/4/17 15:27,R_1BXe21IKEsMcCbY,A1SOOCPS9CRCQE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,70,70,30,100,0,,,,,,,3,7,7,7,7,"I think the statement is true. Even thought more women are becoming doctors, I don't think there are enough to make the statement untrue.",2,5,12,1970,,1,"interesting questions and facts - I didn't know a horse could not throw up, I wish my dog couldn't!",20,2
211,6/4/17 15:11,6/4/17 15:27,R_3n8VFHoAOtNdJWb,AWJDPT6Z7P23Z,,,,,,,,,,,,,,,,,,,51,49,49,51,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,3,Person X is narrow minded but given the way society works the statement could be true.,1,5,2,1994,4,1,,8,2
212,6/4/17 15:23,6/4/17 15:27,R_2AQFYeiT6HThLtP,A11XJW7ISLAGRC,,,,,,,,,,,,,62,60,0,100,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,4,3,not good,1,5,2,1996,4,1,,7,2
213,6/4/17 15:19,6/4/17 15:27,R_246k2pySnJ9Eq9R,A2HYGYOBLRCCIQ,,,,,,,,,,,,,100,0,50,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,2,3,Believes that men are more skilled than women ,,,,,,,2,8,3,1991,4,1,,7,1
214,6/4/17 15:18,6/4/17 15:28,R_1EZFjG9iFcyHR9I,A171WYV1TRESW8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,80,0,100,100,0,,,,,,,,,,,,,,,,,,,2,4,4,4,4,would like to see data backing that up . Im not sure how accurate that statement is ,1,5,10,1980,7,1,no,14,2
215,6/4/17 15:15,6/4/17 15:28,R_2qpBoHninujbpTE,AV581SCZZM1YE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,100,90,,,,,,,2,1,1,1,1,"I believe that Person X likes to put women down, and believes that men are smarter than women. This statement is a reflection of backwards mentality and one that doesn't appreciate that women can be smart just like men. ",2,9,11,1981,4,1,,20,2
216,6/4/17 15:13,6/4/17 15:28,R_2Y4ypjL5slnHvOL,AFR70N5FL2EQ3,,,,,,,,,,,,,,,,,,,75,25,50,50,70,30,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,Person X needs to be more open minded because women doctors and men doctors get the same education for the same school.,,,,,,,1,6,2,1997,5,1,,8,1
217,6/4/17 15:17,6/4/17 15:28,R_3dDUtcW6aKBZZ4Z,A2V63D7PYY8SE8,,,,,,,,,,,,,,,,,,,,,,,,,100,20,10,90,10,90,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,They are misogynistic.,2,7,8,1984,6,1,,13,2
218,6/4/17 15:21,6/4/17 15:28,R_3PnMePR1Xx0ELsN,A2Y1RSQ3QIJF73,,,,,,,,,,,,,100,0,50,50,20,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,4,4,"I think he's wrong, and that men and women are equally likely to be doctors. I have a neutral impression of X.",2,4,8,1979,2,1,,7,2
219,6/4/17 15:16,6/4/17 15:28,R_5z5nFXDd5HvHxjX,A32OCPVFWFV418,,,,,,,,,,,,,,,,,,,90,10,1,99,100,0,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,4,4,statistically it's true,,,,,,,1,9,5,1988,4,1,no,8,1
220,6/4/17 15:21,6/4/17 15:28,R_1gNDnxELFuh5QgD,A2T11H7YI7QPGD,,,,,,,,,,,,,,,,,,,,,,,,,100,0,50,50,0,100,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,That he or she has internalized sexist views on careers.,1,7,9,1990,7,1,,13,2
221,6/4/17 15:13,6/4/17 15:29,R_31YsxHuVX8fmnhw,AJ3CE3PZMTP6,,,,,,,90,10,90,10,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,4,4,unless person X believes non-surgeons can perform surgery (P.A.'s on N.P.'s maybe) they make no sense,1,7,11,1968,1,1,no,2,2
222,6/4/17 15:18,6/4/17 15:29,R_8CCfIvrqFRtUgP7,A1H053T5EXI6EP,,,,,,,,,,,,,,,,,,,,,,,,,90,1,3,97,1,99,,,,,,,,,,,,,,,,,,,2,3,3,4,4,I don't form an impression from just this statement. More men than women are doctors so he may just be stating what he thinks to be accurate.,,,,,,,1,4,9,1976,3,1,Thanks for the interesting survey!,13,1
223,6/4/17 15:20,6/4/17 15:29,R_3Pul1Fh4muKVuHl,AIIAYS92CK5HK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,70,50,50,80,20,2,2,4,3,3,They are biased towards women.,,,,,,,2,6,5,1987,4,1,interesting survey and trivia! tthank you,20,1
224,6/4/17 15:17,6/4/17 15:29,R_3qKBvzGrBp5NkpP,A3CYHZ9BKS79E5,,,,,,,80,20,99,1,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,2,3,My impression is that this person knew the statistics.,2,5,6,1987,4,1,,2,2
225,6/4/17 15:19,6/4/17 15:29,R_1d4tWyWZBXmRX39,A2BY2H04ZO0KTC,,,,,,,,,,,,,,,,,,,,,,,,,99,10,50,50,5,95,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,1,They have negative stereotypes about female medical workers.,2,5,1,1998,7,1,"The word ""movie"" is misspelled in one of your questions ",13,2
226,6/4/17 15:23,6/4/17 15:29,R_32JCjSIeRq0UnaP,ALSJ5JQPC3A82,,,,,,,80,20,90,10,90,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,2,they are sexist,2,8,3,1988,6,1,,2,2
227,6/4/17 15:16,6/4/17 15:29,R_3kLhg2yrzBSdYzM,AASIGPQ0JMKIP,,,,,,,,,,,,,97,5,50,50,5,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,Either it is someone who has all of the facts and can verify this statement as fact or it is a sexist moron.,2,7,3,1970,7,1,None,7,2
228,6/4/17 15:18,6/4/17 15:30,R_3CZdnZZtQshLm6x,A2ML6TYKF80V5A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,80,10,90,100,10,,,,,,,,,,,,,,,,,,,2,3,4,3,3,Sexist and/or not very intelligent,1,3,6,1990,5,1,No comments,14,2
229,6/4/17 15:14,6/4/17 15:30,R_3gZBpyJx14lMua5,A2UK3JJUH766TR,,,,,,,,,,,,,15,0,90,10,5,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,1,Person X knows that in most professions women are of lesser value but he/she does not seem to understand that the ACT of performing surgery requires a medical degree.,,,,,,,2,5,6,1977,2,1,,7,1
230,6/4/17 15:21,6/4/17 15:30,R_2A0uNOw970ONUhi,A1X9IU24DJ7RMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,15,40,60,45,55,,,,,,,,,,,,,2,4,5,4,3,"I feel as though they prefer men to be doctors they go to, or they still believe in outdated gender roles implying women would likely not be in the work force but at home, or statistically due to the outdated gender role view - women are less represented in that field.",1,7,9,1993,3,1,,19,2
231,6/4/17 15:19,6/4/17 15:30,R_3k3wJCRBJRPm2Yx,A2SFQP1FE4KDCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,90,90,10,100,0,2,4,2,3,4,In present day society it is more common to have more men in this medical position so I suspect the person is gender biased to say man instead of women due to this fact.,,,,,,,2,5,4,1948,5,1,Thanks!,20,1
232,6/4/17 15:13,6/4/17 15:31,R_2qaz6i98xuCqcBd,A24NKUCAX1LURL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3,25,75,95,5,,,,,,,2,4,3,3,3,He is more than likely a sexist.  There are probably about as many female doctors as there are male doctors.,,,,,,,2,5,11,1943,1,2,"I am honest and had to say yes to the above question.  Although, I would have had three of the five correct.  Thanks for allowing me to participate in your survey.",19,1
233,6/4/17 15:07,6/4/17 15:31,R_1mIXrxXCOIkuMox,ABMCDPXSCY009,,,,,,,80,20,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,6,6,4, Person X's views and answers are most likely based on what he/she has experienced and in laws of average.  ,2,5,2,1961,4,1,No but Thanks for asking,2,2
234,6/4/17 15:08,6/4/17 15:31,R_1qb5RzpZudOYJz1,ATXWY7X65BZCS,,,,,,,,,,,,,,,,,,,85,15,50,50,100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,3,4,"It is possible that Person X has not experienced many female doctors. As a result, their view of the medical profession may be that it is predominately male.",2,9,,,4,1,,8,2
235,6/4/17 15:14,6/4/17 15:31,R_Y5HBue6ozHgKs3T,AMDJ0JL3X9A1I,,,,,,,,,,,,,,,,,,,,,,,,,100,20,70,30,5,95,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,Chances are this was a male opinion. It is biased and somewhat sexist.,1,4,12,1984,5,1,"I loved this survey! Very random, and easy to take. Not what was expected from page to page. Keep 'em coming!",13,2
236,6/4/17 15:20,6/4/17 15:32,R_vSNsMrWo0pyx7pL,A3C665E9V62IN1,,,,,,,75,25,90,10,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,3,3,Person X may believe that women are less capable than men. ,1,7,4,1976,3,1,,2,2
237,6/4/17 15:21,6/4/17 15:32,R_uemfaJ3SO1sLoyd,A3TNKD95M0DRP5,,,,,,,50,50,100,0,100,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,2,A man made this statement. Sexist,2,9,5,1981,3,1,,2,2
238,6/4/17 15:16,6/4/17 15:32,R_2WZvhCMKwXi2Aaz,A12CQAHCTJKV11,,,,,,,95,5,99,1,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,2,3,I think the person may have just grown up from a different era and may perhaps be older or maybe they had a bad experience with a female doctor (or any female at any period in their lives) one time. Sometimes people have a reason for their opinions about certain groups of people that we don't always know about so I don't want to be one to judge because that would make me the same as the person doing the original judging.,2,5,10,1989,4,1,"I found it very interesting, especially the different facts. Thank you!",2,2
239,6/4/17 15:21,6/4/17 15:32,R_1hZsvCVGcAyGYOF,A1265NUZMLT32A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,92,5,95,25,75,,,,,,,,,,,,,2,1,2,2,1,"Person X is a misogynist, whether conscious or subconsciously. The logical assumption would be that both the man and woman are doctors otherwise, how or why would they be able to perform surgery? ",2,7,10,1981,6,1,,19,2
240,6/4/17 15:10,6/4/17 15:33,R_PXVAdGhYKSrFtnz,A24X92Z1U1H6XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,80,100,0,30,5,,,,,,,2,1,1,1,1,Person X needs to be more informed.  ,2,5,11,1943,4,1,no comment,20,2
241,6/4/17 15:23,6/4/17 15:33,R_OedqZ1fDoKRyNr3,A2A3X2W4YS9X8A,100,0,95,5,95,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,7,4,6,He or she is attempting to guess based upon the sexism of more males get into medical school based upon pre set systems of sexism in elementary through high school.,,,,,,,1,10,6,1980,7,1,None,1,1
242,6/4/17 15:20,6/4/17 15:33,R_37C6Ny904b56R7b,A1KX1CMLUCQNFX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,70,30,70,50,100,2,6,5,6,6,"It's understandable just basing on statistics, that's it.",,,,,,,1,7,8,1983,5,1,I hope you have a great day my friend! Thank you for the survey and interesting facts!,20,1
243,6/4/17 15:26,6/4/17 15:33,R_1llNNfUmKyhYBCb,A1E7J2GP3ZOCBD,93,10,80,20,95,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,3,3,PERSON X HAS ENCOUNTERED MORE MALE DOCTORS AND MADE HIS DECISION ON 1950'S LOGIC.,,,,,,,2,6,8,1980,5,2,,1,1
244,6/4/17 15:17,6/4/17 15:33,R_1Kfqjzg6iqEJLd1,A2O40SAIASDTPT,100,0,50,50,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,That he is totally prejudiced against women.  It's entirely stupid.,2,7,10,1945,5,1,no,1,2
245,6/4/17 15:28,6/4/17 15:33,R_3CId46dpu1sollP,ACE3LIJ8AS313,,,,,,,,,,,,,,,,,,,,,,,,,100,3,10,90,10,90,,,,,,,,,,,,,,,,,,,2,4,4,4,4,"No impression at all, but statistically fair.",,,,,,,1,5,9,1988,4,1,"None, thank you.",13,1
246,6/4/17 15:19,6/4/17 15:34,R_3k1IfcS8XzRVZsH,A3LCK4U4O66LK3,,,,,,,,,,,,,100,15,85,15,85,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,"that they are a misogynist and for some reason think that even though skill level and task are the same, that somehow the woman is less qualified. ",1,5,4,1991,6,1,thanks a bunch,7,2
247,6/4/17 15:21,6/4/17 15:34,R_1Ke8JKcn5pwxZRa,A3BJO7Z0FVEJG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,95,1,99,100,0,,,,,,,,,,,,,2,1,1,4,4,This person is thinking according to an outdated stereotype.,,,,,,,2,7,11,1989,7,1,,14,1
248,6/4/17 15:27,6/4/17 15:34,R_SToB80N8I7g45C9,ADJLM0X4PJTXW,,,,,,,60,40,65,35,81,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,2,"I think Person X is probably a little sexist; it's 2017, and more women are joining the medical field. It's wrong to assume that sort of thing, in my opinion.",,,,,,,2,5,4,1996,7,1,N/A,2,1
249,6/4/17 15:25,6/4/17 15:34,R_2whQiNAmTOhsZFA,A1IJ9NQ00K8LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,5,10,90,95,5,,,,,,,2,1,1,1,1,He is ignorant to the fact that typically only doctors perform surgery.,,,,,,,1,8,6,1982,4,1,,19,1
250,6/4/17 15:25,6/4/17 15:34,R_2COrkkwD23jyKOa,A33NK36A94Y75Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,90,20,80,87,16,,,,,,,,,,,,,2,5,5,3,6,"It's a perfectly reasonable statement as it's likely true, I'm sure person X is a rational human being.",,,,,,,1,7,7,1993,3,1,No.,14,1
251,6/4/17 15:22,6/4/17 15:35,R_1eOAfBVsZpSn2Uk,A2IC55K178TRX9,,,,,,,,,,,,,54,80,70,30,70,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,1,2,every one is entitle to their own opinion,1,5,12,1980,4,1,,7,2
252,6/4/17 15:23,6/4/17 15:35,R_1FLKa4FHz4hntM6,A2ELMQQHEDABQ5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,5,5,95,50,50,,,,,,,2,2,2,2,2,I think person X assumption is untrue and not fair because men and women are both equally capable of becoming doctors and treating patients.,,,,,,,1,9,11,1980,3,1,Thank you!,19,1
253,6/4/17 15:18,6/4/17 15:35,R_2zTpG5BcoUdeseM,A19HQR079PPH11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,100,0,100,0,2,1,1,1,1,"If we take the statement at face value, to perform surgery a person would need to be a physician.
So Person X statement would be not based on fact and could be sexist in origin",,,,,,,2,9,5,1984,5,2,Nothing,20,1
254,6/4/17 15:17,6/4/17 15:35,R_UVL9rOxkaW4at2N,A1YH304YEW06BV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,75,50,50,99,60,2,3,4,3,2,Person x is a male chovanist,,,,,,,2,5,12,1968,2,1,,20,1
255,6/4/17 15:23,6/4/17 15:35,R_xi7cKEVwLIOswX7,A3ATCYY2SS9G18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,80,100,0,5,100,1,4,4,4,4,He may be right because statistically more men are doctors,,,,,,,2,7,7,1994,5,1,"I meant to say more men are surgeons, statistically. I think I wrote that more men are doctors, which isn't true. ",20,1
256,6/4/17 15:28,6/4/17 15:36,R_1l00WXoYqB5f6fz,A2Q7BWWDXGQJQR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,75,100,0,100,0,,,,,,,2,2,2,2,2,I think person x is an idiot and probably prejudiced against woman.,1,7,12,1983,3,1,,20,2
257,6/4/17 15:33,6/4/17 15:36,R_b9F1yxpYkOV740F,A2XUSD4DG9YHT9,,,,,,,60,40,50,50,50,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,6, I think this person uses statistics or well known cliches,,,,,,,1,7,4,1994,4,1,,2,1
258,6/4/17 15:19,6/4/17 15:36,R_UMcg82IKHRzSYfv,A3QZ3WX79G8HTN,95,10,90,10,92,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,5,5,I believe Person X made a statement that is similar to most people in this survey. Surgeons that most people have met or heard of and the ones portrayed on the media are typically male. My mother broke her foot and her surgeon was male. My father had a hernia and his surgeon was male. These are the only two times my immediate family has gone to a surgeon.,,,,,,,1,7,1,1989,3,1,"I did not look up any of the answers, but I believe that most people's opinions will correlate with the facts in this survey.",1,1
259,6/4/17 15:17,6/4/17 15:36,R_sYDklKjQzuEFDz3,A2RPDFZ5XGJ3IU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,80,20,80,40,60,,,,,,,3,4,5,5,4,They likely go more with statistics than emotion when making that statement.  Just from prior experience and what you see the majority of the time rather than if they think men and women are equal in that field.,,,,,,,1,4,2,1983,4,1,This was a very interesting and enjoyable survey.,19,1
260,6/4/17 15:20,6/4/17 15:36,R_3I3OvVdouBKwHgg,A2I2L0WL1UTLTM,,,,,,,,,,,,,,,,,,,,,,,,,100,0,25,75,25,75,,,,,,,,,,,,,,,,,,,2,1,1,1,1,Person X is biased (and needs another operation),,,,,,,2,5,4,1937,2,1,interesting and my niece is a doctor-a very good one I might add,13,1
261,6/4/17 15:27,6/4/17 15:36,R_26lK9i8w6RM0KwZ,A20IES49R47HK7,,,,,,,,,,,,,,,,,,,,,,,,,100,5,10,90,1,99,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,3,4,"None. More men have historically been doctors than women have, and Person X probably is answering taking that into consideration. I feel that's no longer the case though.",1,4,5,1981,2,2,,13,2
262,6/4/17 15:24,6/4/17 15:36,R_1Qm5WIqIIhEfEpg,A1UMEC4408VOXD,,,,,,,90,10,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,4,4,This sound like an educated guess because I believe but am not sure that there are more male then female doctors.,,,,,,,1,5,8,1986,7,1,,2,1
263,6/4/17 15:22,6/4/17 15:36,R_1lz2MMvuPvsv2JV,A2TH6KWWTZYV34,,,,,,,,,,,,,,,,,,,95,5,45,55,100,30,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,Person X seems narrow minded.,,,,,,,2,7,4,1951,3,1,no,8,1
264,6/4/17 15:20,6/4/17 15:36,R_1cS5FWY7hnMZBC7,A2ECKFN36SS0J7,98,1,95,5,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,5,4,He probably knows that there are less women surgeons than men. He thinks that the women is probably a nurse in the surgery or a surgical tech.  ,1,5,11,1976,4,1,,1,2
265,6/4/17 15:17,6/4/17 15:36,R_TgXWXNfbfL5A1QB,A3GM78FCDY293T,,,,,,,60,40,98,2,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,"It's hard to know because Person X doesn't provide any reasoning for this statement. I don't see any reason why a woman who performs surgery would be less likely to be a doctor than a man who performs surgery. It makes me think that Person X believes that women are less likely to be doctors than men, which might be true, but it has nothing to do with the statement Person X made. This leads me to think that Person X lets beliefs about the likelihood of a man or a woman being a doctor influence beliefs about this statement. ",1,9,7,1973,7,1,None,2,2
